,Battery,Brand,Multi_core,Name,OpenCL,Processor,Processor_Cores,Processor_Frequency,RenderScript,Single_core
1889,N/A,Vivo,2428,Vivo Y66,N/A,Qualcomm MSM8937 Snapdragon 430,8,1508 MHz,1671,586
1890,N/A,Asus,1610,Asus Zenfone Selfie,1236,Qualcomm MSM8939 Snapdragon 615,8,1497 MHz,1670,582
1891,N/A,Lenovo,2360,Lenovo Vibe K4 Note,N/A,Mediatek MT6753,8,1300 MHz,1665,598
1892,N/A,Lenovo,2616,Lenovo K5 Note,N/A,Mediatek MT6755 Helio P10,8,1001 MHz,1664,685
1893,N/A,ZTE,2412,ZTE Blade V7,N/A,Mediatek MT6753,8,1300 MHz,1647,607
1894,N/A,BLU,2382,BLU Vivo 5R,N/A,Mediatek MT6753,8,1300 MHz,1639,599
1895,N/A,UMi,2552,UMi Max,N/A,Mediatek MT6755 Helio P10,8,1807 MHz,1636,703
1896,N/A,Sony,1405,Sony Xperia M4 Aqua,1136,Qualcomm MSM8939 Snapdragon 615,8,1459 MHz,1634,599
1897,1126,Elephone,2566,Elephone P9000,N/A,Mediatek MT6755 Helio P10,8,1950 MHz,1611,725
1898,N/A,Oukitel,2409,Oukitel K6000 Pro,N/A,Mediatek MT6753,8,1300 MHz,1610,596
1899,N/A,Ulefone,2465,Ulefone Metal,N/A,Mediatek MT6753,8,1300 MHz,1598,609
1900,N/A,Asus,2044,Asus Zenfone Max Plus,N/A,Mediatek MT6750,8,1508 MHz,1595,533
1901,N/A,Motorola,1481,Motorola Moto G Turbo Edition,1241,Qualcomm MSM8939 Snapdragon 615,8,1459 MHz,1594,590
1902,N/A,YU,1309,YU Yureka,N/A,Qualcomm MSM8939 Snapdragon 615,8,1497 MHz,1593,559
1903,N/A,Elephone,2450,Elephone P8000,N/A,Mediatek MT6753,8,1300 MHz,1592,605
1904,N/A,Sony,1347,Sony Xperia M4 Aqua Dual,1255,Qualcomm MSM8939 Snapdragon 615,8,1459 MHz,1588,595
1905,N/A,UMi,2579,UMi Super,N/A,Mediatek MT6755 Helio P10,8,1950 MHz,1585,726
1906,N/A,Coolpad,2274,Coolpad Note 3,N/A,Mediatek MT6753,8,1300 MHz,1581,591
1907,N/A,Meizu,2184,Meizu M5s,N/A,Mediatek MT6753,8,1300 MHz,1577,616
1908,1851,Wiko,2415,Wiko Fever 4G,N/A,Mediatek MT6753,8,1300 MHz,1572,602
1909,N/A,Alcatel,2488,Alcatel Flash Plus 2,N/A,Mediatek MT6755 Helio P10,8,1807 MHz,1571,691
1910,N/A,UMi,2509,UMi Plus,N/A,Mediatek MT6755 Helio P10,8,1807 MHz,1568,698
1911,N/A,Meizu,2305,Meizu U20,N/A,Mediatek MT6755 Helio P10,8,1807 MHz,1553,703
1912,N/A,Meizu,2378,Meizu M3 Note,N/A,Mediatek MT6755 Helio P10,8,1001 MHz,1542,720
1913,1963,Asus,1711,Asus Nexus 7 (2013),N/A,Qualcomm Snapdragon S4 Pro APQ8064,4,1500 MHz,1541,664
1914,N/A,Amazon,2161,Amazon Fire HD 10,N/A,Mediatek MT8173,4,1404 MHz,1541,1195
1915,460,Samsung,1696,Samsung Galaxy S4,1452,Exynos 5 Octa 5410,4,1600 MHz,1533,683
1916,N/A,Samsung,2416,Samsung Galaxy S4,1452,Qualcomm Snapdragon 800,4,2265 MHz,1533,950
1917,735,Samsung,1774,Samsung Galaxy S4,1431,Qualcomm Snapdragon 600,4,1900 MHz,1521,717
1918,N/A,LG,1732,LG K10,398,Qualcomm MSM8916 Snapdragon 410,4,1300 MHz,1508,567
1919,2548,ulefone,2337,ulefone Power,N/A,Mediatek MT6753,8,1300 MHz,1496,596
1920,N/A,Meizu,2150,Meizu M5,N/A,Mediatek MT6750,8,1001 MHz,1494,600
1921,1927,LG,2228,LG K10 (2017),N/A,Mediatek MT6750,8,1001 MHz,1492,588
1922,N/A,Doogee,2421,Doogee F5,N/A,Mediatek MT6753,8,1300 MHz,1468,605
1923,2018,Meizu,2241,Meizu M2 Note,N/A,Mediatek MT6753,8,1300 MHz,1447,580
1924,N/A,Asus,1805,Asus Zenfone 3 Max,1291,Mediatek MT6737,4,1443 MHz,1445,665
1925,N/A,Huawei,1987,Huawei Honor 4X,N/A,HiSilicon Kirin 620,8,1200 MHz,1436,536
1926,N/A,Xiaomi,1374,Xiaomi Mi 4i,1237,Qualcomm MSM8939 Snapdragon 615,8,1651 MHz,1404,617
1927,N/A,Meizu,2003,Meizu M3,N/A,Mediatek MT6750,8,1508 MHz,1403,630
1928,919,HTC,1792,HTC Desire 628,N/A,Mediatek MT6753,8,1300 MHz,1401,603
1929,1649,Meizu,2082,Meizu U10,N/A,Mediatek MT6750,8,1001 MHz,1399,601
1930,N/A,Huawei,1966,Huawei Y6II Compact,N/A,Mediatek MT6735,4,1200 MHz,1391,542
1931,N/A,Huawei,1988,Huawei Honor 4C,N/A,HiSilicon Kirin 620,8,1200 MHz,1381,540
1932,2135,Xiaomi,1833,Xiaomi Redmi 5A,584,Qualcomm MSM8917 Snapdragon 425,4,1401 MHz,1368,671
1933,712,Samsung,1796,Samsung Galaxy S4 Value Edition,1296,Qualcomm Snapdragon 600,4,1890 MHz,1364,721
1934,1225,Huawei,1977,Huawei P8 lite,N/A,HiSilicon Kirin 620,8,1200 MHz,1355,541
1935,1690,Meizu,2110,Meizu M3s,N/A,Mediatek MT6750,8,1508 MHz,1354,627
1936,2655,Xiaomi,1740,Xiaomi Redmi 4A,583,Qualcomm MSM8917 Snapdragon 425,4,1401 MHz,1349,664
1937,904,Samsung,1793,Samsung Galaxy S4 Active,1362,Qualcomm Snapdragon 600,4,1890 MHz,1347,717
1938,1033,Samsung,1223,Samsung Nexus 10,N/A,Samsung Exynos 5250,2,1700 MHz,1326,801
1939,837,Xiaomi,1531,Xiaomi MI-2,1246,Qualcomm Snapdragon S4 Pro APQ8064,4,1500 MHz,1312,547
1940,N/A,LG,1608,LG G Pad 8.3,1178,Qualcomm Snapdragon 600,4,1728 MHz,1300,701
1941,N/A,ASUS,2204,ASUS MeMO Pad 7,N/A,Intel Atom Z3745,4,1862 MHz,1295,908
1942,N/A,Samsung,1661,Samsung Galaxy Note 3 Neo,1422,Samsung Exynos 5260,6,1300 MHz,1294,709
1943,1605,Asus,2864,Asus Zenfone Zoom,2307,Intel Atom Z3590,4,2500 MHz,1288,1064
1944,N/A,Xiaomi,1151,Xiaomi MI-2a,N/A,Qualcomm Snapdragon S4 MSM8960 Pro,2,1728 MHz,1277,742
1945,N/A,YU,2630,YU Yunicorn,N/A,Mediatek MT6755 Helio P10,8,1807 MHz,1268,702
1946,N/A,Samsung,1533,Samsung Galaxy S4 (Google Play Edition),1373,Qualcomm Snapdragon 600,4,1900 MHz,1261,736
1947,N/A,LG,1484,LG X power,N/A,Mediatek MT6735,4,1300 MHz,1234,555
1948,N/A,Vivo,1838,Vivo Y53,583,Qualcomm MSM8917 Snapdragon 425,4,1401 MHz,1232,652
1949,N/A,Vivo,1831,Vivo Y55s,582,Qualcomm MSM8917 Snapdragon 425,4,1401 MHz,1230,648
1950,N/A,Huawei,1806,Huawei P9 lite mini,587,Qualcomm MSM8917 Snapdragon 425,4,1401 MHz,1220,651
1951,853,Asus,1298,Asus Zenfone 2 Laser,945,Qualcomm MSM8956 Snapdragon 650,6,1209 MHz,1216,514
1952,N/A,Sony,1828,Sony Xperia L1,N/A,Mediatek MT6737T,4,1443 MHz,1215,660
1953,N/A,Lenovo,3275,Lenovo Vibe X2,1273,MediaTek MT6595M,8,1690 MHz,1214,1020
1954,1696,Asus,2754,Asus Zenfone 2 ,2335,Intel Atom Z2560,2,2333 MHz,1213,1026
1955,N/A,Samsung,1638,Samsung Galaxy J3 Luna Pro,539,Qualcomm MSM8917 Snapdragon 425,4,1401 MHz,1203,629
1956,N/A,Huawei,1845,Huawei Y5 (2017),N/A,Mediatek MT6737T,4,1443 MHz,1203,665
1957,N/A,Asus,3031,Asus Zenpad S 8.0,2411,Intel Atom Z3580,4,2333 MHz,1202,1077
1958,N/A,Samsung,1648,Samsung Galaxy J7 Sky Pro,N/A,Qualcomm MSM8953 Snapdragon 625,8,1401 MHz,1201,640
1959,841,Samsung,1620,Samsung Galaxy J3 Emerge,567,Qualcomm MSM8937 Snapdragon 430,8,1401 MHz,1157,624
1960,N/A,Asus,1815,Asus Zenpad 8.0,730,MediaTek MT8163 V/B,4,1300 MHz,1153,657
1961,N/A,Asus,882,Asus Zenfone Max,627,Qualcomm MSM8916 Snapdragon 410,4,998 MHz,1125,382
1962,N/A,Oppo,1487,Oppo Find 5,N/A,Qualcomm Snapdragon S4 Pro APQ8064,4,1512 MHz,1124,545
1963,1011,Samsung,1827,Samsung Galaxy A3 (2016),1204,Samsung Exynos 7578,4,1500 MHz,1124,613
1964,N/A,Samsung,1751,Samsung Galaxy J3 (2017),644,Samsung Exynos 7570,4,1430 MHz,1109,606
1965,926,LG,1347,LG Nexus 4,N/A,Qualcomm Snapdragon S4 Pro APQ8064,4,1500 MHz,1103,535
1966,N/A,Motorola,1514,Motorola Moto E4,593,Mediatek MT6737,4,1248 MHz,1098,535
1967,N/A,LG,1481,LG Optimus G Pro,N/A,Qualcomm Snapdragon 600,4,1700 MHz,1087,688
1968,1620,Nokia,1526,Nokia 3,N/A,Mediatek MT6737,4,1248 MHz,1081,557
1969,N/A,LG,1608,LG K20 plus,532,Qualcomm MSM8917 Snapdragon 425,4,1401 MHz,1079,595
1970,N/A,Samsung,1752,Samsung Galaxy J3 Prime,N/A,Samsung Exynos 7570,4,1430 MHz,1074,609
1971,2870,Samsung,1717,Samsung Galaxy J5 Prime,622,Samsung Exynos 7570,4,1430 MHz,1053,599
1972,N/A,Lenovo,2076,Lenovo Tab 2 A10-70 (WiFi),N/A,Mediatek MT8165,4,1690 MHz,1031,738
1973,N/A,Oppo,1311,Oppo A37,399,Qualcomm MSM8916 Snapdragon 410,4,1209 MHz,1030,516
1974,N/A,Amazon,1616,Amazon Fire HD 8 (2017),N/A,MediaTek MT8163 V/B,4,1300 MHz,1027,614
1975,N/A,Meizu,1437,Meizu M5c,N/A,Mediatek MT6737,4,1248 MHz,1023,552
1976,N/A,Huawei,1520,Huawei Ascend P7,N/A,HiSilicon Kirin 910T,4,1795 MHz,1022,597
1977,1054,Motorola,1424,Motorola Moto G3,458,Qualcomm MSM8916 Snapdragon 410,4,1363 MHz,1004,552
1978,1145,Amazon,1614,Amazon Fire HD 8 (2016),N/A,MediaTek MT8163 V/B,4,1300 MHz,985,612
1979,N/A,Sony,1409,Sony Xperia Tablet Z,N/A,Qualcomm Snapdragon S4 Pro APQ8064,4,1512 MHz,978,541
1980,3398,Motorola,1501,Motorola Moto E4 Plus,629,Mediatek MT6737,4,1248 MHz,964,537
1981,581,Samsung,1490,Samsung Galaxy Note II,N/A,Samsung Exynos 4412,4,1600 MHz,961,579
1982,N/A,Sony,1476,Sony Xperia E5,N/A,Mediatek MT6735,4,1300 MHz,961,555
1983,1074,Sony,1348,Sony Xperia ZR,1189,Qualcomm Snapdragon S4 Pro APQ8064,4,1512 MHz,954,542
1984,N/A,Motorola,1328,Motorola Moto G4 Play,402,Qualcomm MSM8916 Snapdragon 410,4,1209 MHz,947,508
1985,N/A,Sony,1379,Sony Xperia ZL,1209,Qualcomm Snapdragon S4 Pro APQ8064,4,1512 MHz,939,539
1986,N/A,LG,1465,LG K8,N/A,Mediatek MT6735,4,1300 MHz,936,542
1987,N/A,Samsung,1596,Samsung Galaxy J2 Prime,422,Mediatek MT6737,4,1443 MHz,935,557
1988,N/A,Acer,1071,Acer Chromebook R11,N/A,Intel Celeron N3150,4,2582 MHz,933,1140
1989,1007,Sony,1331,Sony Xperia Z,1210,Qualcomm Snapdragon S4 Pro APQ8064,4,1500 MHz,930,538
1990,1709,Coolpad,1599,Coolpad Note 3 Lite,N/A,Mediatek MT6735,4,1300 MHz,927,582
1991,N/A,Sony,1094,Sony Xperia SP,1036,Qualcomm Snapdragon S4 MSM8960T,2,1728 MHz,926,745
1992,N/A,Sony,1178,Sony Xperia SP,1036,Qualcomm Snapdragon S4 MSM8960T Pro,2,1728 MHz,926,769
1993,858,Xiaomi,2487,Xiaomi Redmi Note 2,1508,Mediatek MT6795,8,2158 MHz,923,777
1994,N/A,Oppo,1235,Oppo A33,N/A,Qualcomm MSM8916 Snapdragon 410,4,1209 MHz,920,483
1995,N/A,Samsung,1251,Samsung Galaxy Tab E 9.6,N/A,Spreadtrum SC7730,4,1190 MHz,913,496
1996,1008,Wileyfox,1390,Wileyfox Swift,400,Qualcomm MSM8916 Snapdragon 410,4,1209 MHz,912,522
1997,N/A,Lenovo,2037,Lenovo Tab 2 A10-70 (4G),N/A,Mediatek MT8732,4,1690 MHz,911,728
1998,N/A,Motorola,1489,Motorola Moto C Plus,N/A,Mediatek MT6737,4,1248 MHz,910,531
1999,848,Samsung,1469,Samsung Galaxy Note 8.0,N/A,Samsung Exynos 4412,4,1600 MHz,900,579
2000,N/A,LG,1226,LG Spirit,N/A,Qualcomm MSM8916 Snapdragon 410,4,1209 MHz,898,477
2001,N/A,LG,1248,LG Stylus 2,398,Qualcomm MSM8916 Snapdragon 410,4,1209 MHz,898,491
2002,N/A,LG,1373,LG Aristo 2,419,Qualcomm MSM8917 Snapdragon 425,4,1401 MHz,895,554
2003,1495,Samsung,1257,Samsung Galaxy Tab A 8.0,399,Qualcomm MSM8916 Snapdragon 410,4,1190 MHz,892,492
2004,N/A,Xiaomi,1328,Xiaomi Redmi 2,N/A,Qualcomm MSM8916 Snapdragon 410,4,1209 MHz,892,509
2005,1168,Motorola,1272,Motorola Moto E (2nd Gen.),399,Qualcomm MSM8916 Snapdragon 410,4,1209 MHz,887,500
2006,N/A,BLU,1554,BLU R1 HD,N/A,Mediatek MT6735,4,1300 MHz,879,558
2007,N/A,Samsung,1167,Samsung Galaxy J5 (2016),400,Qualcomm MSM8916 Snapdragon 410,4,1190 MHz,875,491
2008,N/A,Samsung,1281,Samsung Galaxy Tab A 9.7,415,Qualcomm MSM8916 Snapdragon 410,4,1190 MHz,871,491
2009,541,Samsung,1200,Samsung Galaxy J5,400,Qualcomm MSM8916 Snapdragon 410,4,1190 MHz,869,491
2010,N/A,LG,1331,LG Stylo 2,399,Qualcomm MSM8916 Snapdragon 410,4,1209 MHz,869,497
2011,N/A,Samsung,1265,Samsung Galaxy Grand Prime,N/A,Qualcomm MSM8916 Snapdragon 410,4,1190 MHz,868,497
2012,N/A,ZTE,1296,ZTE Zmax 2,N/A,Qualcomm MSM8916 Snapdragon 410,4,1209 MHz,866,508
2013,N/A,LG,1292,LG G Stylo,N/A,Qualcomm MSM8916 Snapdragon 410,4,1209 MHz,863,505
2014,N/A,Samsung,1142,Samsung Galaxy J3 V,N/A,Qualcomm MSM8916 Snapdragon 410,4,1190 MHz,862,481
2015,N/A,Vivo,1332,Vivo Y51L,403,Qualcomm MSM8916 Snapdragon 410,4,1209 MHz,858,522
2016,N/A,Samsung,1071,Samsung Galaxy Grand Prime,N/A,Qualcomm MSM8916 Snapdragon 410,4,1300 MHz,853,408
2017,1212,Meizu,1542,Meizu M2,N/A,Mediatek MT6735,4,1300 MHz,848,590
2018,1303,Lenovo,1219,Lenovo A6000,401,Qualcomm MSM8916 Snapdragon 410,4,1209 MHz,842,506
2019,N/A,LG,1336,LG Optimus G,N/A,Qualcomm Snapdragon S4 Pro APQ8064,4,1500 MHz,841,511
2020,N/A,Samsung,1108,Samsung Galaxy On7,399,Qualcomm MSM8916 Snapdragon 410,4,1190 MHz,834,475
2021,N/A,Doogee,1327,Doogee X5 Max Pro,N/A,Mediatek MT6737,4,1092 MHz,825,513
2022,N/A,Samsung,1386,Samsung Galaxy Note 10.1,N/A,Samsung Exynos 4412,4,1400 MHz,821,530
2023,N/A,Samsung,1382,Samsung Galaxy Note 10.1 3G,N/A,Samsung Exynos 4412,4,1400 MHz,820,525
2024,N/A,Huawei,1452,Huawei Y6 Pro,N/A,Mediatek MT6735P,4,1300 MHz,814,518
2025,724,Samsung,1115,Samsung Galaxy A3,400,Qualcomm MSM8916 Snapdragon 410,4,1190 MHz,811,490
2026,N/A,Lenovo,1292,Lenovo A6010,398,Qualcomm MSM8916 Snapdragon 410,4,1209 MHz,810,511
2027,1376,Samsung,1435,Samsung Galaxy Core Prime,N/A,Qualcomm MSM8916 Snapdragon 410,4,1248 MHz,809,519
2028,931,Samsung,1126,Samsung Galaxy A5 Duos,399,Qualcomm MSM8916 Snapdragon 410,4,1190 MHz,808,491
2029,N/A,Samsung,1124,Samsung Galaxy A5,400,Qualcomm MSM8916 Snapdragon 410,4,1190 MHz,799,488
2030,N/A,Samsung,1158,Samsung Galaxy E5,397,Qualcomm MSM8916 Snapdragon 410,4,1190 MHz,799,484
2031,1040,HTC,1652,HTC One,1274,Qualcomm Snapdragon 600,4,1700 MHz,791,705
2032,N/A,Huawei,1347,Huawei Y5II,N/A,Mediatek MT6735,4,1300 MHz,782,473
2033,N/A,Motorola,1223,Motorola Moto C,N/A,Mediatek MT6737,4,1092 MHz,782,446
2034,2161,Amazon,1158,Amazon Fire (2017),N/A,Mediatek MT8127,4,1300 MHz,782,441
2035,N/A,Lenovo,1321,Lenovo S90 Sisley,N/A,Qualcomm MSM8916 Snapdragon 410,4,1209 MHz,778,520
2036,N/A,Samsung,1208,Samsung Galaxy S3 Neo,427,Qualcomm MSM8226 Snapdragon 400,4,1401 MHz,769,466
2037,N/A,Lenovo,992,Lenovo Tab 10,N/A,Qualcomm MSM8909 Snapdragon 210,4,1267 MHz,748,388
2038,1032,Samsung,1122,Samsung Galaxy S5 Mini,425,Samsung Exynos 3470,4,1400 MHz,743,414
2039,N/A,Samsung,1159,Samsung Galaxy J3,502,Spreadtrum SC9830,4,1500 MHz,740,441
2040,688,Amazon,1185,Amazon Kindle Fire (2015),N/A,Mediatek MT8127,4,1300 MHz,729,442
2041,845,Samsung,1253,Samsung Galaxy S III,N/A,Samsung Exynos 4412,4,1400 MHz,725,505
2042,N/A,Samsung,774,Samsung Galaxy S III,N/A,Qualcomm Snapdragon S4 MSM8960,2,1500 MHz,724,475
2043,N/A,Lenovo,1272,Lenovo Vibe P1m,N/A,Mediatek MT6735,4,988 MHz,717,475
2044,N/A,LG,1007,LG Tribute,396,Qualcomm Snapdragon 400,2,1267 MHz,714,410
2045,1909,Samsung,1027,Samsung Galaxy Tab A 7.0,N/A,Qualcomm MSM8916 Snapdragon 410,4,1300 MHz,713,396
2046,N/A,Samsung,1126,Samsung Galaxy Tab 4 10.1,316,Qualcomm Snapdragon 400,2,1190 MHz,712,426
2047,N/A,Asus,1186,Asus Zenfone Go,N/A,Mediatek MT6580M,4,1300 MHz,708,415
2048,642,Doogee,1121,Doogee X5,N/A,Mediatek MT6580M,4,1300 MHz,708,415
2049,N/A,Lenovo,1183,Lenovo C2,N/A,Mediatek MT6735,4,988 MHz,707,432
2050,778,Samsung,987,Samsung Galaxy S4 Duos,N/A,Qualcomm Snapdragon 400,2,1728 MHz,705,630
2051,N/A,Samsung,1005,Samsung Galaxy J3 (2016),397,Spreadtrum SC9830,4,1300 MHz,703,386
2052,934,Samsung,1120,Samsung Galaxy J2,N/A,Samsung Exynos 3475 Quad,4,1300 MHz,702,406
2053,691,Lenovo,1233,Lenovo A2010,N/A,Mediatek MT6735,4,988 MHz,698,452
2054,N/A,Cubot,1151,Cubot Note S,N/A,Mediatek MT6580M,4,1300 MHz,691,404
2055,N/A,Motorola,1093,Motorola Moto G,426,Qualcomm Snapdragon 400,2,1190 MHz,690,427
2056,569,Motorola,1077,Motorola Moto G (2014),426,Qualcomm MSM8226 Snapdragon 400,4,1190 MHz,690,425
2057,N/A,HTC,2367,HTC One E9+,1759,Mediatek MT6795 Helio X10,8,1950 MHz,690,766
2058,N/A,Motorola,1156,Motorola Moto E3 Power,N/A,Mediatek MT6735,4,988 MHz,687,427
2059,N/A,LG,1056,LG Phoenix 2,398,Qualcomm MSM8909 Snapdragon 210,4,1267 MHz,687,412
2060,N/A,Samsung,1099,Samsung Galaxy Grand 2,N/A,Qualcomm MSM8226 Snapdragon 400,4,1190 MHz,685,416
2061,N/A,Samsung,974,Samsung Galaxy J1 (2016),491,Spreadtrum SC9830,4,1200 MHz,683,374
2062,N/A,Samsung,986,Samsung Galaxy S4 Mini,N/A,Qualcomm Snapdragon 400,2,1728 MHz,682,632
2063,N/A,Samsung,1152,Samsung Galaxy On5,353,Samsung Exynos 3475 Quad,4,1300 MHz,677,403
2064,N/A,Samsung,1051,Samsung Galaxy J2 Pro (2016),N/A,Spreadtrum SC8830,4,1500 MHz,676,411
2065,749,Asus,979,Asus Nexus 7,N/A,NVIDIA Tegra 3 T30L,4,1300 MHz,672,384
2066,780,LG,1133,LG G3 S,N/A,Qualcomm Snapdragon 400,2,1190 MHz,667,430
2067,N/A,HTC,2041,HTC One ME,1703,Mediatek MT6795 Helio X10,8,2158 MHz,663,789
2068,N/A,HTC,978,HTC Desire 530,N/A,Qualcomm MSM8909 Snapdragon 210,4,1094 MHz,658,388
2069,N/A,ZTE,1146,ZTE Blade V7 Lite,N/A,Mediatek MT6735P,4,988 MHz,655,422
2070,N/A,LG,879,LG Optimus 4X HD,N/A,NVIDIA Tegra 3 T30,4,1500 MHz,654,384
2071,N/A,HTC,978,HTC Desire 626s,N/A,Qualcomm MSM8909 Snapdragon 210,4,1094 MHz,635,384
2072,N/A,LG,1013,LG K7,N/A,Mediatek MT6580M,4,1094 MHz,634,396
2073,N/A,Sony,849,Sony Xperia M2,N/A,Qualcomm Snapdragon 400,2,1190 MHz,631,341
2074,938,Motorola,1144,Motorola Moto X,1263,Qualcomm Snapdragon S4 MSM8960 Pro,2,1728 MHz,628,719
2075,N/A,HTC,981,HTC One X,N/A,NVIDIA Tegra 3 T30,4,1500 MHz,622,423
2076,978,HTC,1630,HTC One Dual Sim,1216,Qualcomm Snapdragon 600,4,1728 MHz,598,703
2077,N/A,Lenovo,1220,Lenovo Lenovo TB3-710F,N/A,Mediatek MT8161,4,1300 MHz,527,436
2078,N/A,Lenovo,951,Lenovo A1000,N/A,Spreadtrum SC7731,4,1300 MHz,497,382
2079,N/A,ZTE,1523,ZTE Blade V6,N/A,Mediatek MT6735,4,1300 MHz,487,568
2080,N/A,Motorola,738,Motorola Moto E,N/A,Qualcomm MSM8210 Snapdragon 200,2,1190 MHz,463,379
2081,N/A,Samsung,762,Samsung Galaxy Tab 3 8.0,N/A,Samsung Exynos 4212,2,1500 MHz,443,478
2082,N/A,Barnes,808,Barnes & Noble Nook HD+,N/A,Ti OMAP 4470,2,1500 MHz,436,489
2083,440,Samsung,698,Samsung Galaxy Note,N/A,Samsung Exynos 4210,2,1400 MHz,424,464
2084,N/A,Samsung,639,Samsung Galaxy S II,N/A,Samsung Exynos 4210,2,1200 MHz,346,415
2085,198,Samsung,668,Samsung Galaxy Nexus,N/A,Ti OMAP 4460,2,1200 MHz,336,413
2086,N/A,Samsung,517,Samsung Galaxy Tab 2 7.0 (WiFi),N/A,Ti OMAP 4430,2,1000 MHz,334,311
2087,612,Motorola,595,Motorola RAZR XT910 ,N/A,Ti OMAP 4430,2,1200 MHz,325,368
2088,N/A,Samsung,521,Samsung Galaxy Tab 2 10.1,N/A,Ti OMAP 4430,2,1008 MHz,310,312
2089,N/A,Sony,593,Sony Xperia M,N/A,Qualcomm Snapdragon S4 Plus MSM8227,2,972 MHz,296,368
2090,242,Samsung,490,Samsung Galaxy S III mini,N/A,ST-Ericsson NovaThor U8420,2,1000 MHz,291,307
2091,N/A,Samsung,514,Samsung Galaxy Tab 2 7.0,N/A,Ti OMAP 4430,2,1000 MHz,285,310
2092,6442,Asus,4681,Asus Zenfone Max Pro (M1),3123,Qualcomm SDM636 Snapdragon 636,8,1612 MHz,4451,1317
2093,6059,Xiaomi,3824,Xiaomi Mi Max 2,1818,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,3071,850
2094,5154,Samsung,8804,Samsung Galaxy Note 9,13452,Samsung Exynos 9810,8,1794 MHz,9353,3467
2095,4174,Samsung,6032,Samsung Galaxy S8+,11747,Qualcomm MSM8998 Snapdragon 835,8,1900 MHz,8349,1771
2096,4150,Samsung,8306,Samsung Galaxy S9+,12992,Qualcomm Snapdragon 845,8,1766 MHz,13406,2292
2097,4097,Samsung,6350,Samsung Galaxy S8+,13802,Samsung Exynos 8895 Octa,8,1690 MHz,9035,1939
2098,4096,Samsung,8671,Samsung Galaxy S9+,13490,Samsung Exynos 9810,8,1794 MHz,8585,3335
2099,4033,LG,6151,LG V30,9542,Qualcomm MSM8998 Snapdragon 835,8,1900 MHz,7480,1866
2100,3965,Xiaomi,8243,Xiaomi Mi 8,13262,Qualcomm Snapdragon 845,8,1766 MHz,13090,2279
2101,3960,Samsung,8527,Samsung Galaxy S9,13197,Samsung Exynos 9810,8,1794 MHz,8705,3289
2102,3960,OnePlus,6612,OnePlus 5T,10846,Qualcomm MSM8998 Snapdragon 835,8,1900 MHz,7859,1941
2103,3948,Samsung,6386,Samsung Galaxy S8,13873,Samsung Exynos 8895 Octa,8,1690 MHz,9210,1941
2104,3844,Samsung,6405,Samsung Galaxy Note 8,13930,Samsung Exynos 8895 Octa,8,1690 MHz,9907,1951
2105,3794,Samsung,9892,Samsung Galaxy S10+,17077,Samsung Exynos 9820,8,1950 MHz,9520,4313
2106,3620,Xiaomi,6193,Xiaomi MI 6,10795,Qualcomm MSM8998 Snapdragon 835,8,1900 MHz,7658,1894
2107,3565,OnePlus,8846,OnePlus 6,13181,Qualcomm Snapdragon 845,8,1766 MHz,13505,2390
2108,3482,Huawei,6217,Huawei Honor 10,13372,HiSilicon Kirin 970,8,1844 MHz,8459,1827
2109,3415,Xiaomi,4171,Xiaomi Mi A1,1817,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,3431,859
2110,3410,Samsung,6028,Samsung Galaxy S8,12897,Qualcomm MSM8998 Snapdragon 835,8,1900 MHz,8800,1763
2111,3246,LG,3795,LG G6,8827,Qualcomm MSM8996 Pro-AB Snapdragon 821,4,2188 MHz,6910,1664
2112,3208,Smartisan,5705,Smartisan Nut Pro 2,4132,Qualcomm Snapdragon 660,8,1843 MHz,5272,1614
2113,3181,Motorola,4112,Motorola Moto G5 Plus,1994,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,2889,834
2114,3041,Samsung,4104,Samsung Galaxy A5 (2017),3303,Samsung Exynos 7880,8,1872 MHz,3000,773
2115,3032,Samsung,3744,Samsung Galaxy S7 edge,6992,Qualcomm MSM8996 Snapdragon 820,4,1593 MHz,4741,1456
2116,3013,Xiaomi,8148,Xiaomi Mix 2S,13291,Qualcomm Snapdragon 845,8,1766 MHz,13318,2259
2117,3012,Google,6060,Google Pixel 2,9970,Qualcomm MSM8998 Snapdragon 835,8,1900 MHz,7179,1838
2118,2782,Samsung,5291,Samsung Galaxy S7 edge,6965,Samsung Exynos 8890,8,1586 MHz,4571,1745
2119,2747,Samsung,3700,Samsung Galaxy S7 Active,8229,Qualcomm MSM8996 Snapdragon 820,4,1593 MHz,6161,1501
2120,2530,Samsung,3430,Samsung Galaxy A3 (2017),1233,Samsung Exynos 7870 Octa,8,1586 MHz,2283,705
2121,2447,Huawei,6054,Huawei P10,9580,Hisilicon Kirin 960,8,1844 MHz,9000,1861
2122,2377,Xiaomi,3935,Xiaomi MI 5s,9499,Qualcomm MSM8996 Pro-AB Snapdragon 821,4,1996 MHz,6953,1617
2123,2220,Samsung,5356,Samsung Galaxy S7,7368,Samsung Exynos 8890,8,1586 MHz,4790,1811
2124,2141,Google,4060,Google Pixel XL,7201,Qualcomm MSM8996 Pro-AB Snapdragon 821,4,1593 MHz,7508,1626
